feature,family,comparison,group_n,reference_n,group_median,reference_median,cliffs_delta_group_minus_cn,robust_smd_group_minus_cn,direction_free_univariate_auc,missing_fraction,abs_cliffs_delta
activity__event28__activity__raw__activity_score_training_volume__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,95.60416666666666,96.375,-0.027941176470588237,-0.03958277614335432,0.5139705882352941,0.0,0.027941176470588237
activity__event28__activity__raw__activity_score_training_volume__p10,activity:level,MCI_vs_CN,47,85,94.1,94.7,-0.027284105131414268,-0.014787430683918879,0.513642052565707,0.0,0.027284105131414268
activity__event28__activity__raw__activity_score_training_volume__p10,activity:level,DEM_vs_CN,9,85,64.0,94.7,-0.2784313725490196,-0.5842055185537585,0.6392156862745098,0.0,0.2784313725490196
activity__event28__activity__raw__activity_score_training_volume__p10,activity:level,IMPAIRED_vs_CN,56,85,90.9,94.7,-0.06764705882352941,-0.08978145304193731,0.5338235294117647,0.0,0.06764705882352941
activity__event28__activity__raw__activity_score_training_volume__p90,activity:level,MCI_vs_CN,47,85,99.0,98.3,0.028035043804755945,0.1750000000000007,0.5140175219023779,0.0,0.028035043804755945
activity__event28__activity__raw__activity_score_training_volume__p90,activity:level,DEM_vs_CN,9,85,96.0,98.3,-0.28627450980392155,-0.26900584795321614,0.6431372549019607,0.0,0.28627450980392155
activity__event28__activity__raw__activity_score_training_volume__p90,activity:level,IMPAIRED_vs_CN,56,85,98.0,98.3,-0.022478991596638655,-0.07499999999999929,0.5112394957983193,0.0,0.022478991596638655
activity__event28__activity__raw__activity_score_training_volume__iqr,activity:variability,MCI_vs_CN,47,85,2.0,2.0,-0.026783479349186484,0.0,0.5133917396745933,0.0,0.026783479349186484
activity__event28__activity__raw__activity_score_training_volume__iqr,activity:variability,DEM_vs_CN,9,85,12.25,2.0,0.06535947712418301,0.5578231292517006,0.5326797385620915,0.0,0.06535947712418301
activity__event28__activity__raw__activity_score_training_volume__iqr,activity:variability,IMPAIRED_vs_CN,56,85,2.125,2.0,-0.011974789915966387,0.008695652173913044,0.5059873949579832,0.0,0.011974789915966387
activity__event28__activity__raw__activity_score_training_volume__mad,activity:variability,MCI_vs_CN,47,85,1.0,1.0,-0.09762202753441802,0.0,0.5488110137672091,0.0,0.09762202753441802
activity__event28__activity__raw__activity_score_training_volume__mad,activity:variability,DEM_vs_CN,9,85,1.0,1.0,-0.050980392156862744,0.0,0.5254901960784314,0.0,0.050980392156862744
activity__event28__activity__raw__activity_score_training_volume__mad,activity:variability,IMPAIRED_vs_CN,56,85,1.0,1.0,-0.09012605042016807,0.0,0.5450630252100841,0.0,0.09012605042016807
activity__event28__activity__raw__activity_score_training_volume__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,0.0,0.0,-0.020525657071339173,0.0,0.5102628285356696,0.0,0.020525657071339173
activity__event28__activity__raw__activity_score_training_volume__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,0.0,0.0,0.027450980392156862,0.0,0.5137254901960784,0.0,0.027450980392156862
activity__event28__activity__raw__activity_score_training_volume__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,0.0,0.0,-0.012815126050420168,0.0,0.5064075630252101,0.0,0.012815126050420168
activity__event28__activity__raw__activity_score_training_volume__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,0.0,0.0,-0.047058823529411764,0.0,0.5235294117647059,0.0,0.047058823529411764
activity__event28__activity__raw__activity_score_training_volume__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,-0.5,0.0,-0.058823529411764705,-0.2,0.5294117647058824,0.0,0.058823529411764705
activity__event28__activity__raw__activity_score_training_volume__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,0.0,0.0,-0.04894957983193277,0.0,0.5244747899159664,0.0,0.04894957983193277
activity__event28__activity__raw__activity_steps__median,activity:level,MCI_vs_CN,47,85,9999.5,9643.5,0.016770963704630788,0.05891479282596554,0.5083854818523154,0.0,0.016770963704630788
activity__event28__activity__raw__activity_steps__median,activity:level,DEM_vs_CN,9,85,7786.0,9643.5,-0.28104575163398693,-0.25122569737954353,0.6405228758169934,0.0,0.28104575163398693
activity__event28__activity__raw__activity_steps__median,activity:level,IMPAIRED_vs_CN,56,85,9150.25,9643.5,-0.031092436974789917,-0.076268893269937,0.5155462184873949,0.0,0.031092436974789917
activity__event28__activity__raw__activity_steps__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,9671.541666666666,9625.25,0.027284105131414268,0.007897425872777414,0.5136420525657072,0.0,0.027284105131414268
activity__event28__activity__raw__activity_steps__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,7597.708333333333,9625.25,-0.28366013071895424,-0.3346134935997717,0.6418300653594771,0.0,0.28366013071895424
activity__event28__activity__raw__activity_steps__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,9213.333333333334,9625.25,-0.0226890756302521,-0.0643705702909567,0.511344537815126,0.0,0.0226890756302521
activity__event28__activity__raw__activity_steps__p10,activity:level,MCI_vs_CN,47,85,5545.2,5578.0,0.012265331664580726,-0.007680644424800561,0.5061326658322903,0.0,0.012265331664580726
activity__event28__activity__raw__activity_steps__p10,activity:level,DEM_vs_CN,9,85,3450.5,5578.0,-0.2496732026143791,-0.3875545354355093,0.6248366013071895,0.0,0.2496732026143791
activity__event28__activity__raw__activity_steps__p10,activity:level,IMPAIRED_vs_CN,56,85,5320.6,5578.0,-0.029831932773109245,-0.05741642803567885,0.5149159663865546,0.0,0.029831932773109245
activity__event28__activity__raw__activity_steps__p90,activity:level,MCI_vs_CN,47,85,14614.7,13642.4,0.05832290362953692,0.14254090189409502,0.5291614518147685,0.0,0.05832290362953692
activity__event28__activity__raw__activity_steps__p90,activity:level,DEM_vs_CN,9,85,9772.6,13642.4,-0.37254901960784315,-0.6646228885969204,0.6862745098039216,0.0,0.37254901960784315
activity__event28__activity__raw__activity_steps__p90,activity:level,IMPAIRED_vs_CN,56,85,14308.2,13642.4,-0.010924369747899159,0.09615030525339116,0.5054621848739496,0.0,0.010924369747899159
activity__event28__activity__raw__activity_steps__iqr,activity:variability,MCI_vs_CN,47,85,4365.25,4293.5,0.07559449311639549,0.029805021159488018,0.5377972465581977,0.0,0.07559449311639549
activity__event28__activity__raw__activity_steps__iqr,activity:variability,DEM_vs_CN,9,85,2647.25,4293.5,-0.396078431372549,-0.651818856718634,0.6980392156862745,0.0,0.396078431372549
activity__event28__activity__raw__activity_steps__iqr,activity:variability,IMPAIRED_vs_CN,56,85,4215.5,4293.5,-0.0002100840336134454,-0.031512366331258604,0.5001050420168067,0.0,0.0002100840336134454
activity__event28__activity__raw__activity_steps__mad,activity:variability,MCI_vs_CN,47,85,2135.5,2074.0,0.0460575719649562,0.05306870887714378,0.5230287859824782,0.0,0.0460575719649562
activity__event28__activity__raw__activity_steps__mad,activity:variability,DEM_vs_CN,9,85,823.0,2074.0,-0.526797385620915,-1.111752943790269,0.7633986928104575,0.0,0.526797385620915
activity__event28__activity__raw__activity_steps__mad,activity:variability,IMPAIRED_vs_CN,56,85,1950.0,2074.0,-0.04600840336134454,-0.10097719869706841,0.5230042016806722,0.0,0.04600840336134454
activity__event28__activity__raw__activity_steps__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,-1659.0789473684222,-1341.8693181818182,-0.08285356695869837,-0.07881415443778865,0.5414267834793491,0.0,0.08285356695869837
activity__event28__activity__raw__activity_steps__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,-1286.25,-1341.8693181818182,-0.05359477124183006,0.015830262057190677,0.526797385620915,0.0,0.05359477124183006
activity__event28__activity__raw__activity_steps__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-1653.8494736842113,-1341.8693181818182,-0.07815126050420168,-0.07865519923522428,0.5390756302521009,0.0,0.07815126050420168
activity__event28__activity__raw__activity_steps__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,-694.0,-323.5,-0.05707133917396746,-0.1329267198851915,0.5285356695869837,0.0,0.05707133917396746
activity__event28__activity__raw__activity_steps__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,-287.5,-323.5,-0.13725490196078433,0.01385414662305176,0.5686274509803921,0.0,0.13725490196078433
activity__event28__activity__raw__activity_steps__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-659.0,-323.5,-0.06995798319327731,-0.12178687297229848,0.5349789915966386,0.0,0.06995798319327731
activity__event28__activity__raw__activity_total__median,activity:level,MCI_vs_CN,47,85,346.0,316.5,0.09061326658322903,0.2205607476635514,0.5453066332916146,0.0,0.09061326658322903
activity__event28__activity__raw__activity_total__median,activity:level,DEM_vs_CN,9,85,237.5,316.5,-0.38169934640522873,-0.48244274809160304,0.6908496732026144,0.0,0.38169934640522873
activity__event28__activity__raw__activity_total__median,activity:level,IMPAIRED_vs_CN,56,85,329.0,316.5,0.014705882352941176,0.08539709649871904,0.5073529411764706,0.0,0.014705882352941176
activity__event28__activity__raw__activity_total__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,355.9166666666667,315.2083333333333,0.10237797246558197,0.3047886445172363,0.551188986232791,0.0,0.10237797246558197
activity__event28__activity__raw__activity_total__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,247.04166666666666,315.2083333333333,-0.3908496732026144,-0.4364994663820703,0.6954248366013072,0.0,0.3908496732026144
activity__event28__activity__raw__activity_total__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,327.77083333333337,315.2083333333333,0.023109243697478993,0.09182275011420782,0.5115546218487395,0.0,0.023109243697478993
activity__event28__activity__raw__activity_total__p10,activity:level,MCI_vs_CN,47,85,244.2,214.2,0.09486858573216521,0.2654867256637168,0.5474342928660826,0.0,0.09486858573216521
activity__event28__activity__raw__activity_total__p10,activity:level,DEM_vs_CN,9,85,175.7,214.2,-0.29150326797385623,-0.2817416758141237,0.645751633986928,0.0,0.29150326797385623
activity__event28__activity__raw__activity_total__p10,activity:level,IMPAIRED_vs_CN,56,85,234.7,214.2,0.03277310924369748,0.17826086956521736,0.5163865546218488,0.0,0.03277310924369748
activity__event28__activity__raw__activity_total__p90,activity:level,MCI_vs_CN,47,85,453.4,416.2,0.07984981226533167,0.24155844155844153,0.5399249061326659,0.0,0.07984981226533167
activity__event28__activity__raw__activity_total__p90,activity:level,DEM_vs_CN,9,85,330.1,416.2,-0.4849673202614379,-0.5018944914019235,0.742483660130719,0.0,0.4849673202614379
activity__event28__activity__raw__activity_total__p90,activity:level,IMPAIRED_vs_CN,56,85,424.1,416.2,-0.010924369747899159,0.04843283010192374,0.5054621848739496,0.0,0.010924369747899159
activity__event28__activity__raw__activity_total__iqr,activity:variability,MCI_vs_CN,47,85,107.25,103.75,0.061827284105131414,0.07832167832167833,0.5309136420525657,0.0,0.061827284105131414
activity__event28__activity__raw__activity_total__iqr,activity:variability,DEM_vs_CN,9,85,71.0,103.75,-0.4797385620915033,-0.8012232415902141,0.7398692810457517,0.0,0.4797385620915033
activity__event28__activity__raw__activity_total__iqr,activity:variability,IMPAIRED_vs_CN,56,85,101.375,103.75,-0.025210084033613446,-0.04960835509138381,0.5126050420168067,0.0,0.025210084033613446
activity__event28__activity__raw__activity_total__mad,activity:variability,MCI_vs_CN,47,85,55.5,52.5,0.07234042553191489,0.125,0.5361702127659574,0.0,0.07234042553191489
activity__event28__activity__raw__activity_total__mad,activity:variability,DEM_vs_CN,9,85,29.5,52.5,-0.4915032679738562,-1.0952380952380953,0.7457516339869281,0.0,0.4915032679738562
activity__event28__activity__raw__activity_total__mad,activity:variability,IMPAIRED_vs_CN,56,85,51.5,52.5,-0.01827731092436975,-0.03800475059382423,0.5091386554621848,0.0,0.01827731092436975
activity__event28__activity__raw__activity_total__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,-52.5,-47.430602006688964,-0.0986232790988736,-0.045027306804644694,0.5493116395494368,0.0,0.0986232790988736
activity__event28__activity__raw__activity_total__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,-39.53571428571429,-47.430602006688964,-0.02483660130718954,0.07457086221958215,0.5124183006535947,0.0,0.02483660130718954
activity__event28__activity__raw__activity_total__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-52.23749999999999,-47.430602006688964,-0.08676470588235294,-0.04446821995952141,0.5433823529411765,0.0,0.08676470588235294
activity__event28__activity__raw__activity_total__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,-27.5,-17.5,-0.13917396745932414,-0.15267175572519084,0.5695869837296621,0.0,0.13917396745932414
activity__event28__activity__raw__activity_total__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,-16.0,-17.5,-0.07450980392156863,0.027149321266968326,0.5372549019607843,0.0,0.07450980392156863
activity__event28__activity__raw__activity_total__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-25.25,-17.5,-0.128781512605042,-0.1157796451914099,0.564390756302521,0.0,0.128781512605042
sleep__event28__sleep__clock__bedtime_cos__median,sleep:circadian,MCI_vs_CN,47,85,0.8452897378031833,0.8993926414135414,-0.21151439299123906,-0.31081609626046763,0.6057571964956195,0.0,0.21151439299123906
sleep__event28__sleep__clock__bedtime_cos__median,sleep:circadian,DEM_vs_CN,9,85,0.8308829748537505,0.8993926414135414,-0.19738562091503267,-0.3398420427735981,0.5986928104575163,0.0,0.19738562091503267
sleep__event28__sleep__clock__bedtime_cos__median,sleep:circadian,IMPAIRED_vs_CN,56,85,0.8450133479113051,0.8993926414135414,-0.2092436974789916,-0.3031262935699192,0.6046218487394959,0.0,0.2092436974789916
sleep__event28__sleep__clock__bedtime_cos__trimmed_mean_10,sleep:circadian,MCI_vs_CN,47,85,0.8185149166396745,0.8718286077884447,-0.23103879849812264,-0.3118532284926319,0.6155193992490613,0.0,0.23103879849812264
sleep__event28__sleep__clock__bedtime_cos__trimmed_mean_10,sleep:circadian,DEM_vs_CN,9,85,0.8053756495080924,0.8718286077884447,-0.265359477124183,-0.37514852817178684,0.6326797385620915,0.0,0.265359477124183
sleep__event28__sleep__clock__bedtime_cos__trimmed_mean_10,sleep:circadian,IMPAIRED_vs_CN,56,85,0.8123202467539732,0.8718286077884447,-0.2365546218487395,-0.3308751762531184,0.6182773109243698,0.0,0.2365546218487395
sleep__event28__sleep__clock__bedtime_cos__p10,sleep:circadian,MCI_vs_CN,47,85,0.6120436531618354,0.734776869696974,-0.20901126408010012,-0.35211099098639953,0.6045056320400501,0.0,0.20901126408010012
sleep__event28__sleep__clock__bedtime_cos__p10,sleep:circadian,DEM_vs_CN,9,85,0.5591825891327906,0.734776869696974,-0.3254901960784314,-0.5989481400992386,0.6627450980392157,0.0,0.3254901960784314
sleep__event28__sleep__clock__bedtime_cos__p10,sleep:circadian,IMPAIRED_vs_CN,56,85,0.594161665651973,0.734776869696974,-0.22773109243697479,-0.40746328824021044,0.6138655462184874,0.0,0.22773109243697479
sleep__event28__sleep__clock__bedtime_cos__p90,sleep:circadian,MCI_vs_CN,47,85,0.9785386287987836,0.9907650710121589,-0.2100125156445557,-0.21400583872496307,0.6050062578222779,0.0,0.2100125156445557
sleep__event28__sleep__clock__bedtime_cos__p90,sleep:circadian,DEM_vs_CN,9,85,0.981734438226597,0.9907650710121589,-0.20784313725490197,-0.22272002551905778,0.603921568627451,0.0,0.20784313725490197
sleep__event28__sleep__clock__bedtime_cos__p90,sleep:circadian,IMPAIRED_vs_CN,56,85,0.9793262082718855,0.9907650710121589,-0.2096638655462185,-0.21240722248701233,0.6048319327731093,0.0,0.2096638655462185
sleep__event28__sleep__clock__bedtime_cos__iqr,sleep:variability,MCI_vs_CN,47,85,0.16293173516278558,0.1263614145095311,0.1894868585732165,0.23070516798336818,0.5947434292866083,0.0,0.1894868585732165
sleep__event28__sleep__clock__bedtime_cos__iqr,sleep:variability,DEM_vs_CN,9,85,0.19193523233786713,0.1263614145095311,0.22875816993464052,0.4705013298091737,0.6143790849673203,0.0,0.22875816993464052
sleep__event28__sleep__clock__bedtime_cos__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.1657771617691009,0.1263614145095311,0.1957983193277311,0.2512726054727154,0.5978991596638655,0.0,0.1957983193277311
sleep__event28__sleep__clock__bedtime_cos__mad,sleep:variability,MCI_vs_CN,47,85,0.08383641191895064,0.05351347416636648,0.2330413016270338,0.39404051621940633,0.6165206508135169,0.0,0.2330413016270338
sleep__event28__sleep__clock__bedtime_cos__mad,sleep:variability,DEM_vs_CN,9,85,0.0993697005790824,0.05351347416636648,0.23398692810457516,0.6652875913425599,0.6169934640522876,0.0,0.23398692810457516
sleep__event28__sleep__clock__bedtime_cos__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.08551609674033137,0.05351347416636648,0.23319327731092437,0.4160121821767458,0.6165966386554622,0.0,0.23319327731092437
sleep__event28__sleep__clock__bedtime_cos__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,0.018996757788312994,0.01186472211512946,0.08585732165206508,0.09652729041299934,0.5429286608260325,0.0,0.08585732165206508
sleep__event28__sleep__clock__bedtime_cos__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,0.006602603829751003,0.01186472211512946,0.05359477124183006,-0.0752166183959466,0.526797385620915,0.0,0.05359477124183006
sleep__event28__sleep__clock__bedtime_cos__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,0.015888420458906538,0.01186472211512946,0.08067226890756303,0.05349394078133626,0.5403361344537815,0.0,0.08067226890756303
sleep__event28__sleep__clock__bedtime_cos__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,0.01282871171956379,0.011630277470787598,0.000750938673341677,0.01604673850274459,0.5003754693366709,0.0,0.000750938673341677
sleep__event28__sleep__clock__bedtime_cos__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,0.0459863352713068,0.011630277470787598,0.23921568627450981,0.6483327970613599,0.6196078431372549,0.0,0.23921568627450981
sleep__event28__sleep__clock__bedtime_cos__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,0.016189203460157564,0.011630277470787598,0.03907563025210084,0.0627883892405718,0.5195378151260505,0.0,0.03907563025210084
sleep__event28__sleep__clock__bedtime_sin__median,sleep:circadian,MCI_vs_CN,47,85,-0.534283956107419,-0.37899311252392437,-0.26458072590738424,-0.4207563373781786,0.6322903629536921,0.0,0.26458072590738424
sleep__event28__sleep__clock__bedtime_sin__median,sleep:circadian,DEM_vs_CN,9,85,-0.48113478761158135,-0.37899311252392437,-0.07450980392156863,-0.238958228098348,0.5372549019607843,0.0,0.07450980392156863
sleep__event28__sleep__clock__bedtime_sin__median,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.524754051341888,-0.37899311252392437,-0.23403361344537815,-0.38331950261684117,0.6170168067226891,0.0,0.23403361344537815
sleep__event28__sleep__clock__bedtime_sin__trimmed_mean_10,sleep:circadian,MCI_vs_CN,47,85,-0.5019465779980711,-0.3588837261750655,-0.2690863579474343,-0.4044292333893838,0.6345431789737171,0.0,0.2690863579474343
sleep__event28__sleep__clock__bedtime_sin__trimmed_mean_10,sleep:circadian,DEM_vs_CN,9,85,-0.47116317548331765,-0.3588837261750655,-0.1450980392156863,-0.2954129413770397,0.5725490196078431,0.0,0.1450980392156863
sleep__event28__sleep__clock__bedtime_sin__trimmed_mean_10,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.49787485788401775,-0.3588837261750655,-0.24915966386554622,-0.38467246071034283,0.6245798319327731,0.0,0.24915966386554622
sleep__event28__sleep__clock__bedtime_sin__p10,sleep:circadian,MCI_vs_CN,47,85,-0.7856967817034172,-0.6689872030522251,-0.22853566958698374,-0.3788824358424574,0.6142678347934918,0.0,0.22853566958698374
sleep__event28__sleep__clock__bedtime_sin__p10,sleep:circadian,DEM_vs_CN,9,85,-0.7932348098224936,-0.6689872030522251,-0.29150326797385623,-0.45055832738310525,0.645751633986928,0.0,0.29150326797385623
sleep__event28__sleep__clock__bedtime_sin__p10,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.7875888606968287,-0.6689872030522251,-0.23865546218487396,-0.38866825672227934,0.619327731092437,0.0,0.23865546218487396
sleep__event28__sleep__clock__bedtime_sin__p90,sleep:circadian,MCI_vs_CN,47,85,-0.10003868907809897,0.008761891920145978,-0.18898623279098872,-0.20630889851987605,0.5944931163954943,0.0,0.18898623279098872
sleep__event28__sleep__clock__bedtime_sin__p90,sleep:circadian,DEM_vs_CN,9,85,-0.12121964882779133,0.008761891920145978,-0.07973856209150326,-0.24401382821519454,0.5398692810457517,0.0,0.07973856209150326
sleep__event28__sleep__clock__bedtime_sin__p90,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.10189299283324094,0.008761891920145978,-0.17142857142857143,-0.2108659065431625,0.5857142857142856,0.0,0.17142857142857143
sleep__event28__sleep__clock__bedtime_sin__iqr,sleep:variability,MCI_vs_CN,47,85,0.30466343779342364,0.3223736567230332,-0.020275344180225283,-0.06789013170009098,0.5101376720901126,0.0,0.020275344180225283
sleep__event28__sleep__clock__bedtime_sin__iqr,sleep:variability,DEM_vs_CN,9,85,0.3280033421125789,0.3223736567230332,0.030065359477124184,0.0420665535243407,0.515032679738562,0.0,0.030065359477124184
sleep__event28__sleep__clock__bedtime_sin__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.319681672831047,0.3223736567230332,-0.012184873949579832,-0.011621804801776077,0.5060924369747899,0.0,0.012184873949579832
sleep__event28__sleep__clock__bedtime_sin__mad,sleep:variability,MCI_vs_CN,47,85,0.14520182986638308,0.14358243970840365,0.0037546933667083854,0.013451413391356483,0.5018773466833542,0.0,0.0037546933667083854
sleep__event28__sleep__clock__bedtime_sin__mad,sleep:variability,DEM_vs_CN,9,85,0.166076277804421,0.14358243970840365,0.011764705882352941,0.2533430461608158,0.5058823529411764,0.0,0.011764705882352941
sleep__event28__sleep__clock__bedtime_sin__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.14954723047716428,0.14358243970840365,0.005042016806722689,0.05152283429858927,0.5025210084033613,0.0,0.005042016806722689
sleep__event28__sleep__clock__bedtime_sin__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,0.036103113479361015,0.04872785798973434,-0.03829787234042553,-0.05892989161983842,0.5191489361702128,0.0,0.03829787234042553
sleep__event28__sleep__clock__bedtime_sin__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,0.09487174600748394,0.04872785798973434,0.19215686274509805,0.25183091818694564,0.596078431372549,0.0,0.19215686274509805
sleep__event28__sleep__clock__bedtime_sin__theil_sen_rank_slope,sleep:change,IMPAIRED_vs_CN,56,85,0.049976939601232395,0.04872785798973434,-0.0012605042016806723,0.006299140100590046,0.5006302521008403,0.0,0.0012605042016806723
sleep__event28__sleep__clock__bedtime_sin__late_half_minus_early_half,sleep:change,MCI_vs_CN,47,85,0.0325434251757446,0.02812477984701367,-0.020775969962453067,0.025122058210717425,0.5103879849812265,0.0,0.020775969962453067
sleep__event28__sleep__clock__bedtime_sin__late_half_minus_early_half,sleep:change,DEM_vs_CN,9,85,0.10119851763418986,0.02812477984701367,0.3568627450980392,0.5645485901235021,0.6784313725490196,0.0,0.3568627450980392
sleep__event28__sleep__clock__bedtime_sin__late_half_minus_early_half,sleep:change,IMPAIRED_vs_CN,56,85,0.05122215190358337,0.02812477984701367,0.03991596638655462,0.1407452255204598,0.5199579831932774,0.0,0.03991596638655462
sleep__event28__sleep__clock__wake_cos__median,sleep:circadian,MCI_vs_CN,47,85,-0.019742593591593124,-0.19486347937578047,0.20851063829787234,0.4460411840888925,0.6042553191489362,0.0,0.20851063829787234
sleep__event28__sleep__clock__wake_cos__median,sleep:circadian,DEM_vs_CN,9,85,-0.26268002306804883,-0.19486347937578047,-0.2601307189542484,-0.24514353103111408,0.6300653594771242,0.0,0.2601307189542484
sleep__event28__sleep__clock__wake_cos__median,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.09600572808983077,-0.19486347937578047,0.13319327731092437,0.2395919192431481,0.5665966386554622,0.0,0.13319327731092437
sleep__event28__sleep__clock__wake_cos__trimmed_mean_10,sleep:circadian,MCI_vs_CN,47,85,-0.03521108243492688,-0.17208272585596895,0.19449311639549438,0.3483679636082846,0.5972465581977472,0.0,0.19449311639549438
sleep__event28__sleep__clock__wake_cos__trimmed_mean_10,sleep:circadian,DEM_vs_CN,9,85,-0.24605627661551263,-0.17208272585596895,-0.265359477124183,-0.28045426281050373,0.6326797385620915,0.0,0.265359477124183
sleep__event28__sleep__clock__wake_cos__trimmed_mean_10,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.08592132613059864,-0.17208272585596895,0.12058823529411765,0.2141092335266569,0.5602941176470588,0.0,0.12058823529411765
sleep__event28__sleep__clock__wake_cos__p10,sleep:circadian,MCI_vs_CN,47,85,-0.30329261784547784,-0.4160800263762068,0.18798498122653318,0.33982374372812507,0.5939924906132665,0.0,0.18798498122653318
sleep__event28__sleep__clock__wake_cos__p10,sleep:circadian,DEM_vs_CN,9,85,-0.5052090125090454,-0.4160800263762068,-0.27320261437908494,-0.2790590061818207,0.6366013071895424,0.0,0.27320261437908494
sleep__event28__sleep__clock__wake_cos__p10,sleep:circadian,IMPAIRED_vs_CN,56,85,-0.34454736419743714,-0.4160800263762068,0.11386554621848739,0.2173780927879693,0.5569327731092437,0.0,0.11386554621848739
sleep__event28__sleep__clock__wake_cos__p90,sleep:circadian,MCI_vs_CN,47,85,0.24882708977137158,0.16851379014383727,0.15244055068836046,0.1829689830530875,0.5762202753441802,0.0,0.15244055068836046
sleep__event28__sleep__clock__wake_cos__p90,sleep:circadian,DEM_vs_CN,9,85,0.031154587430238655,0.16851379014383727,-0.23921568627450981,-0.3949832837359529,0.6196078431372549,0.0,0.23921568627450981
sleep__event28__sleep__clock__wake_cos__p90,sleep:circadian,IMPAIRED_vs_CN,56,85,0.21638656804786793,0.16851379014383727,0.08949579831932773,0.10958418369113795,0.5447478991596638,0.0,0.08949579831932773
sleep__event28__sleep__clock__wake_cos__iqr,sleep:variability,MCI_vs_CN,47,85,0.25224599855846885,0.2601354017864295,-0.01877346683354193,-0.04210864357444785,0.509386733416771,0.0,0.01877346683354193
sleep__event28__sleep__clock__wake_cos__iqr,sleep:variability,DEM_vs_CN,9,85,0.22873056561472838,0.2601354017864295,-0.1738562091503268,-0.20555791869950696,0.5869281045751634,0.0,0.1738562091503268
sleep__event28__sleep__clock__wake_cos__iqr,sleep:variability,IMPAIRED_vs_CN,56,85,0.24879451050830848,0.2601354017864295,-0.043697478991596636,-0.06607323462177418,0.5218487394957982,0.0,0.043697478991596636
sleep__event28__sleep__clock__wake_cos__mad,sleep:variability,MCI_vs_CN,47,85,0.1195928940334937,0.1247178879175429,0.03579474342928661,-0.05748199117180247,0.5178973717146433,0.0,0.03579474342928661
sleep__event28__sleep__clock__wake_cos__mad,sleep:variability,DEM_vs_CN,9,85,0.12146681437279064,0.1247178879175429,-0.06666666666666667,-0.0411267183534056,0.5333333333333333,0.0,0.06666666666666667
sleep__event28__sleep__clock__wake_cos__mad,sleep:variability,IMPAIRED_vs_CN,56,85,0.12052985420314216,0.1247178879175429,0.019327731092436976,-0.048513929862141925,0.5096638655462185,0.0,0.019327731092436976
sleep__event28__sleep__clock__wake_cos__theil_sen_rank_slope,sleep:change,MCI_vs_CN,47,85,-0.07837542174715373,-0.03011196142043765,-0.02127659574468085,-0.20034949550823242,0.5106382978723405,0.0,0.02127659574468085
sleep__event28__sleep__clock__wake_cos__theil_sen_rank_slope,sleep:change,DEM_vs_CN,9,85,-0.0176939482302543,-0.03011196142043765,0.11895424836601307,0.08579299335848066,0.5594771241830065,0.0,0.11895424836601307
