feature,family,comparison,group_n,reference_n,group_median,reference_median,cliffs_delta_group_minus_cn,robust_smd_group_minus_cn,direction_free_univariate_auc,missing_fraction,abs_cliffs_delta
activity__event7__activity__raw__activity_met_min_high__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,0.0,-1.0,0.10413016270337923,0.1702127659574468,0.5520650813516896,0.0,0.10413016270337923
activity__event7__activity__raw__activity_met_min_high__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,0.0,-1.0,0.1450980392156863,0.2222222222222222,0.5725490196078431,0.0,0.1450980392156863
activity__event7__activity__raw__activity_met_min_high__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,0.0,-1.0,0.11071428571428571,0.17204301075268819,0.5553571428571429,0.0,0.11071428571428571
activity__event7__activity__raw__activity_met_min_inactive__median,activity:level,MCI_vs_CN,47,85,7.0,7.0,0.04105131414267835,0.0,0.5205256570713391,0.0,0.04105131414267835
activity__event7__activity__raw__activity_met_min_inactive__median,activity:level,DEM_vs_CN,9,85,7.0,7.0,-0.13071895424836602,0.0,0.565359477124183,0.0,0.13071895424836602
activity__event7__activity__raw__activity_met_min_inactive__median,activity:level,IMPAIRED_vs_CN,56,85,7.0,7.0,0.013445378151260505,0.0,0.5067226890756302,0.0,0.013445378151260505
activity__event7__activity__raw__activity_met_min_inactive__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,7.142857142857143,6.571428571428571,0.029286608260325406,0.1481481481481483,0.5146433041301627,0.0,0.029286608260325406
activity__event7__activity__raw__activity_met_min_inactive__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,6.571428571428571,6.571428571428571,-0.17647058823529413,0.0,0.5882352941176471,0.0,0.17647058823529413
activity__event7__activity__raw__activity_met_min_inactive__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,7.071428571428571,6.571428571428571,-0.003781512605042017,0.12844036697247707,0.501890756302521,0.0,0.003781512605042017
activity__event7__activity__raw__activity_met_min_inactive__p10,activity:level,MCI_vs_CN,47,85,4.2,4.2,0.0886107634543179,0.0,0.5443053817271589,0.0,0.0886107634543179
activity__event7__activity__raw__activity_met_min_inactive__p10,activity:level,DEM_vs_CN,9,85,4.6,4.2,-0.06535947712418301,0.17391304347826061,0.5326797385620915,0.0,0.06535947712418301
activity__event7__activity__raw__activity_met_min_inactive__p10,activity:level,IMPAIRED_vs_CN,56,85,4.4,4.2,0.06386554621848739,0.07920792079207926,0.5319327731092437,0.0,0.06386554621848739
activity__event7__activity__raw__activity_met_min_inactive__p90,activity:level,MCI_vs_CN,47,85,9.4,9.4,-0.0010012515644555694,0.0,0.5005006257822278,0.0,0.0010012515644555694
activity__event7__activity__raw__activity_met_min_inactive__p90,activity:level,DEM_vs_CN,9,85,8.200000000000001,9.4,-0.18562091503267975,-0.2999999999999998,0.5928104575163399,0.0,0.18562091503267975
activity__event7__activity__raw__activity_met_min_inactive__p90,activity:level,IMPAIRED_vs_CN,56,85,9.4,9.4,-0.030672268907563024,0.0,0.5153361344537815,0.0,0.030672268907563024
activity__event7__activity__raw__activity_met_min_inactive__iqr,activity:variability,MCI_vs_CN,47,85,2.0,2.0,-0.002753441802252816,0.0,0.5013767209011264,0.0,0.002753441802252816
activity__event7__activity__raw__activity_met_min_inactive__iqr,activity:variability,DEM_vs_CN,9,85,2.5,2.0,0.00392156862745098,0.2857142857142857,0.5019607843137255,0.0,0.00392156862745098
activity__event7__activity__raw__activity_met_min_inactive__iqr,activity:variability,IMPAIRED_vs_CN,56,85,2.0,2.0,-0.0016806722689075631,0.0,0.5008403361344538,0.0,0.0016806722689075631
activity__event7__activity__raw__activity_met_min_inactive__mad,activity:variability,MCI_vs_CN,47,85,1.0,1.0,-0.050312891113892366,0.0,0.5251564455569462,0.0,0.050312891113892366
activity__event7__activity__raw__activity_met_min_inactive__mad,activity:variability,DEM_vs_CN,9,85,1.0,1.0,0.050980392156862744,0.0,0.5254901960784314,0.0,0.050980392156862744
activity__event7__activity__raw__activity_met_min_inactive__mad,activity:variability,IMPAIRED_vs_CN,56,85,1.0,1.0,-0.03403361344537815,0.0,0.517016806722689,0.0,0.03403361344537815
activity__event7__activity__raw__activity_met_min_inactive__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,0.0,-2.0,0.12265331664580725,0.54421768707483,0.5613266583229036,0.0,0.12265331664580725
activity__event7__activity__raw__activity_met_min_inactive__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,-1.2000000000000002,-2.0,0.18562091503267975,0.31372549019607837,0.5928104575163399,0.0,0.18562091503267975
activity__event7__activity__raw__activity_met_min_inactive__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-1.1,-2.0,0.13277310924369748,0.25806451612903225,0.5663865546218487,0.0,0.13277310924369748
activity__event7__activity__raw__activity_met_min_inactive__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,0.0,-0.5,0.15244055068836046,0.19047619047619047,0.5762202753441802,0.0,0.15244055068836046
activity__event7__activity__raw__activity_met_min_inactive__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,0.0,-0.5,0.1411764705882353,0.25,0.5705882352941176,0.0,0.1411764705882353
activity__event7__activity__raw__activity_met_min_inactive__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,0.0,-0.5,0.15063025210084033,0.2,0.5753151260504201,0.0,0.15063025210084033
activity__event7__activity__raw__activity_met_min_low__median,activity:level,MCI_vs_CN,47,85,165.0,165.0,0.02227784730913642,0.0,0.5111389236545683,0.0,0.02227784730913642
activity__event7__activity__raw__activity_met_min_low__median,activity:level,DEM_vs_CN,9,85,65.0,165.0,-0.47058823529411764,-0.9803921568627451,0.7352941176470589,0.0,0.47058823529411764
activity__event7__activity__raw__activity_met_min_low__median,activity:level,IMPAIRED_vs_CN,56,85,157.0,165.0,-0.056932773109243696,-0.08152866242038216,0.5284663865546219,0.0,0.056932773109243696
activity__event7__activity__raw__activity_met_min_low__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,170.0,162.28571428571428,0.038548185231539425,0.08362369337979103,0.5192740926157697,0.0,0.038548185231539425
activity__event7__activity__raw__activity_met_min_low__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,74.57142857142857,162.28571428571428,-0.4091503267973856,-0.867231638418079,0.7045751633986927,0.0,0.4091503267973856
activity__event7__activity__raw__activity_met_min_low__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,163.21428571428572,162.28571428571428,-0.033403361344537814,0.009906648885502174,0.5167016806722688,0.0,0.033403361344537814
activity__event7__activity__raw__activity_met_min_low__p10,activity:level,MCI_vs_CN,47,85,111.4,97.60000000000001,0.11264080100125157,0.1812212738017071,0.5563204005006258,0.0,0.11264080100125157
activity__event7__activity__raw__activity_met_min_low__p10,activity:level,DEM_vs_CN,9,85,53.0,97.60000000000001,-0.3084967320261438,-0.4884994523548741,0.6542483660130719,0.0,0.3084967320261438
activity__event7__activity__raw__activity_met_min_low__p10,activity:level,IMPAIRED_vs_CN,56,85,102.9,97.60000000000001,0.04495798319327731,0.06696146557169927,0.5224789915966387,0.0,0.04495798319327731
activity__event7__activity__raw__activity_met_min_low__p90,activity:level,MCI_vs_CN,47,85,228.4,224.40000000000003,0.000750938673341677,0.033167495854062784,0.5003754693366709,0.0,0.000750938673341677
activity__event7__activity__raw__activity_met_min_low__p90,activity:level,DEM_vs_CN,9,85,104.2,224.40000000000003,-0.4326797385620915,-0.9836333878887069,0.7163398692810458,0.0,0.4326797385620915
activity__event7__activity__raw__activity_met_min_low__p90,activity:level,IMPAIRED_vs_CN,56,85,206.70000000000005,224.40000000000003,-0.06890756302521009,-0.14329083181542182,0.534453781512605,0.0,0.06890756302521009
activity__event7__activity__raw__activity_met_min_low__iqr,activity:variability,MCI_vs_CN,47,85,54.0,58.0,-0.07284105131414267,-0.0906515580736544,0.5364205256570713,0.0,0.07284105131414267
activity__event7__activity__raw__activity_met_min_low__iqr,activity:variability,DEM_vs_CN,9,85,37.0,58.0,-0.28627450980392155,-0.4745762711864407,0.6431372549019607,0.0,0.28627450980392155
activity__event7__activity__raw__activity_met_min_low__iqr,activity:variability,IMPAIRED_vs_CN,56,85,49.75,58.0,-0.10714285714285714,-0.1952662721893491,0.5535714285714286,0.0,0.10714285714285714
activity__event7__activity__raw__activity_met_min_low__mad,activity:variability,MCI_vs_CN,47,85,23.0,27.0,-0.0986232790988736,-0.1509433962264151,0.5493116395494368,0.0,0.0986232790988736
activity__event7__activity__raw__activity_met_min_low__mad,activity:variability,DEM_vs_CN,9,85,21.0,27.0,-0.30980392156862746,-0.24489795918367346,0.6549019607843137,0.0,0.30980392156862746
activity__event7__activity__raw__activity_met_min_low__mad,activity:variability,IMPAIRED_vs_CN,56,85,21.5,27.0,-0.13256302521008403,-0.20952380952380953,0.566281512605042,0.0,0.13256302521008403
activity__event7__activity__raw__activity_met_min_low__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,-10.8,-45.0,0.15544430538172715,0.3875354107648726,0.5777221526908636,0.0,0.15544430538172715
activity__event7__activity__raw__activity_met_min_low__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,0.0,-45.0,0.2196078431372549,0.6787330316742082,0.6098039215686275,0.0,0.2196078431372549
activity__event7__activity__raw__activity_met_min_low__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-7.4,-45.0,0.1657563025210084,0.44105571847507336,0.5828781512605042,0.0,0.1657563025210084
activity__event7__activity__raw__activity_met_min_low__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,-3.0,-17.0,0.11989987484355444,0.28717948717948716,0.5599499374217772,0.0,0.11989987484355444
activity__event7__activity__raw__activity_met_min_low__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,0.0,-17.0,0.30196078431372547,0.40236686390532544,0.6509803921568628,0.0,0.30196078431372547
activity__event7__activity__raw__activity_met_min_low__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-1.25,-17.0,0.14915966386554622,0.3337748344370861,0.5745798319327731,0.0,0.14915966386554622
activity__event7__activity__raw__activity_met_min_medium__median,activity:level,MCI_vs_CN,47,85,109.0,111.0,-0.004005006257822278,-0.015810276679841896,0.5020025031289111,0.0,0.004005006257822278
activity__event7__activity__raw__activity_met_min_medium__median,activity:level,DEM_vs_CN,9,85,17.0,111.0,-0.3581699346405229,-0.7401574803149606,0.6790849673202615,0.0,0.3581699346405229
activity__event7__activity__raw__activity_met_min_medium__median,activity:level,IMPAIRED_vs_CN,56,85,100.5,111.0,-0.06092436974789916,-0.08084696823869104,0.5304621848739496,0.0,0.06092436974789916
activity__event7__activity__raw__activity_met_min_medium__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,117.42857142857143,121.71428571428571,-0.021777221526908634,-0.041536863966770435,0.5108886107634543,0.0,0.021777221526908634
activity__event7__activity__raw__activity_met_min_medium__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,45.142857142857146,121.71428571428571,-0.3673202614379085,-0.6605052372150337,0.6836601307189543,0.0,0.3673202614379085
activity__event7__activity__raw__activity_met_min_medium__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,114.57142857142858,121.71428571428571,-0.0773109243697479,-0.05982650314089127,0.5386554621848739,0.0,0.0773109243697479
activity__event7__activity__raw__activity_met_min_medium__p10,activity:level,MCI_vs_CN,47,85,34.6,41.800000000000004,-0.08986232790988737,-0.10457516339869284,0.5449311639549437,0.0,0.08986232790988737
activity__event7__activity__raw__activity_met_min_medium__p10,activity:level,DEM_vs_CN,9,85,9.600000000000001,41.800000000000004,-0.24444444444444444,-0.35462555066079293,0.6222222222222222,0.0,0.24444444444444444
activity__event7__activity__raw__activity_met_min_medium__p10,activity:level,IMPAIRED_vs_CN,56,85,34.1,41.800000000000004,-0.11470588235294117,-0.10883392226148411,0.5573529411764706,0.0,0.11470588235294117
activity__event7__activity__raw__activity_met_min_medium__p90,activity:level,MCI_vs_CN,47,85,196.40000000000003,207.4,-0.039799749687108886,-0.06717557251908378,0.5198998748435544,0.0,0.039799749687108886
activity__event7__activity__raw__activity_met_min_medium__p90,activity:level,DEM_vs_CN,9,85,124.0000000000001,207.4,-0.4222222222222222,-0.5767634854771778,0.7111111111111111,0.0,0.4222222222222222
activity__event7__activity__raw__activity_met_min_medium__p90,activity:level,IMPAIRED_vs_CN,56,85,186.3,207.4,-0.10126050420168067,-0.11920903954802256,0.5506302521008404,0.0,0.10126050420168067
activity__event7__activity__raw__activity_met_min_medium__iqr,activity:variability,MCI_vs_CN,47,85,82.5,78.0,0.03679599499374218,0.05446293494704992,0.5183979974968711,0.0,0.03679599499374218
activity__event7__activity__raw__activity_met_min_medium__iqr,activity:variability,DEM_vs_CN,9,85,22.5,78.0,-0.5803921568627451,-1.0724637681159421,0.7901960784313725,0.0,0.5803921568627451
activity__event7__activity__raw__activity_met_min_medium__iqr,activity:variability,IMPAIRED_vs_CN,56,85,76.5,78.0,-0.06239495798319328,-0.018648018648018648,0.5311974789915966,0.0,0.06239495798319328
activity__event7__activity__raw__activity_met_min_medium__mad,activity:variability,MCI_vs_CN,47,85,33.0,34.0,0.029286608260325406,-0.026845637583892617,0.5146433041301627,0.0,0.029286608260325406
activity__event7__activity__raw__activity_met_min_medium__mad,activity:variability,DEM_vs_CN,9,85,14.0,34.0,-0.46143790849673205,-0.7142857142857143,0.7307189542483661,0.0,0.46143790849673205
activity__event7__activity__raw__activity_met_min_medium__mad,activity:variability,IMPAIRED_vs_CN,56,85,32.0,34.0,-0.04957983193277311,-0.05245901639344262,0.5247899159663866,0.0,0.04957983193277311
activity__event7__activity__raw__activity_met_min_medium__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,-23.0,-13.2,-0.05481852315394243,-0.11225658648339062,0.5274092615769712,0.0,0.05481852315394243
activity__event7__activity__raw__activity_met_min_medium__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,0.0,-13.2,0.1411764705882353,0.28947368421052627,0.5705882352941176,0.0,0.1411764705882353
activity__event7__activity__raw__activity_met_min_medium__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-10.5,-13.2,-0.023319327731092437,0.031213872832369934,0.5116596638655462,0.0,0.023319327731092437
activity__event7__activity__raw__activity_met_min_medium__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,-12.5,-13.0,0.036045056320400504,0.007246376811594203,0.5180225281602002,0.0,0.036045056320400504
activity__event7__activity__raw__activity_met_min_medium__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,8.0,-13.0,0.33986928104575165,0.45161290322580644,0.6699346405228758,0.0,0.33986928104575165
activity__event7__activity__raw__activity_met_min_medium__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-2.25,-13.0,0.08487394957983194,0.16334283000949668,0.5424369747899159,0.0,0.08487394957983194
activity__event7__activity__raw__activity_rest__median,activity:level,MCI_vs_CN,47,85,520.0,512.0,0.09737171464330413,0.0735632183908046,0.5486858573216521,0.0,0.09737171464330413
activity__event7__activity__raw__activity_rest__median,activity:level,DEM_vs_CN,9,85,613.0,512.0,0.48104575163398694,0.7565543071161048,0.7405228758169935,0.0,0.48104575163398694
activity__event7__activity__raw__activity_rest__median,activity:level,IMPAIRED_vs_CN,56,85,539.5,512.0,0.15903361344537814,0.24691358024691357,0.5795168067226891,0.0,0.15903361344537814
activity__event7__activity__raw__activity_rest__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,525.4285714285714,496.42857142857144,0.12866082603254067,0.2621892153697126,0.5643304130162703,0.0,0.12866082603254067
activity__event7__activity__raw__activity_rest__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,591.8571428571429,496.42857142857144,0.4849673202614379,0.8407803650094401,0.742483660130719,0.0,0.4849673202614379
activity__event7__activity__raw__activity_rest__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,531.7857142857142,496.42857142857144,0.18592436974789917,0.3091334894613576,0.5929621848739496,0.0,0.18592436974789917
activity__event7__activity__raw__activity_rest__p10,activity:level,MCI_vs_CN,47,85,399.8,366.8,0.11264080100125157,0.23012552301255237,0.5563204005006258,0.0,0.11264080100125157
activity__event7__activity__raw__activity_rest__p10,activity:level,DEM_vs_CN,9,85,396.20000000000005,366.8,0.257516339869281,0.2036011080332412,0.6287581699346405,0.0,0.257516339869281
activity__event7__activity__raw__activity_rest__p10,activity:level,IMPAIRED_vs_CN,56,85,398.0,366.8,0.13592436974789915,0.2158796056045666,0.5679621848739496,0.0,0.13592436974789915
activity__event7__activity__raw__activity_rest__p90,activity:level,MCI_vs_CN,47,85,621.4,607.4000000000001,0.0783479349186483,0.09320905459387412,0.5391739674593241,0.0,0.0783479349186483
activity__event7__activity__raw__activity_rest__p90,activity:level,DEM_vs_CN,9,85,765.2,607.4000000000001,0.4849673202614379,1.148471615720524,0.742483660130719,0.0,0.4849673202614379
activity__event7__activity__raw__activity_rest__p90,activity:level,IMPAIRED_vs_CN,56,85,640.9000000000001,607.4000000000001,0.14369747899159663,0.2187040966215114,0.5718487394957983,0.0,0.14369747899159663
activity__event7__activity__raw__activity_rest__iqr,activity:variability,MCI_vs_CN,47,85,100.0,117.0,-0.09912390488110137,-0.2463768115942029,0.5495619524405506,0.0,0.09912390488110137
activity__event7__activity__raw__activity_rest__iqr,activity:variability,DEM_vs_CN,9,85,124.0,117.0,0.19084967320261437,0.07368421052631578,0.5954248366013072,0.0,0.19084967320261437
activity__event7__activity__raw__activity_rest__iqr,activity:variability,IMPAIRED_vs_CN,56,85,100.5,117.0,-0.052521008403361345,-0.2222222222222222,0.5262605042016807,0.0,0.052521008403361345
activity__event7__activity__raw__activity_rest__mad,activity:variability,MCI_vs_CN,47,85,58.0,62.0,-0.09987484355444305,-0.10256410256410256,0.5499374217772215,0.0,0.09987484355444305
activity__event7__activity__raw__activity_rest__mad,activity:variability,DEM_vs_CN,9,85,70.0,62.0,0.1542483660130719,0.17204301075268819,0.5771241830065359,0.0,0.1542483660130719
activity__event7__activity__raw__activity_rest__mad,activity:variability,IMPAIRED_vs_CN,56,85,59.0,62.0,-0.05903361344537815,-0.07476635514018691,0.5295168067226891,0.0,0.05903361344537815
activity__event7__activity__raw__activity_rest__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,-58.8,-69.0,-0.021526908635794744,0.052187260168841156,0.5107634543178974,0.0,0.021526908635794744
activity__event7__activity__raw__activity_rest__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,-102.0,-69.0,-0.24052287581699347,-0.16023306627822287,0.6202614379084967,0.0,0.24052287581699347
activity__event7__activity__raw__activity_rest__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-69.5,-69.0,-0.05672268907563025,-0.0025319660716546393,0.5283613445378151,0.0,0.05672268907563025
activity__event7__activity__raw__activity_rest__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,-44.0,-23.0,-0.1637046307884856,-0.2131979695431472,0.5818523153942428,0.0,0.1637046307884856
activity__event7__activity__raw__activity_rest__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,-53.0,-23.0,-0.12941176470588237,-0.2912621359223301,0.5647058823529412,0.0,0.12941176470588237
activity__event7__activity__raw__activity_rest__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-45.0,-23.0,-0.15819327731092436,-0.21661538461538463,0.5790966386554621,0.0,0.15819327731092436
activity__event7__activity__raw__activity_score__median,activity:level,MCI_vs_CN,47,85,88.0,83.0,0.06708385481852315,0.2702702702702703,0.5335419274092615,0.0,0.06708385481852315
activity__event7__activity__raw__activity_score__median,activity:level,DEM_vs_CN,9,85,66.0,83.0,-0.35947712418300654,-0.7391304347826086,0.6797385620915033,0.0,0.35947712418300654
activity__event7__activity__raw__activity_score__median,activity:level,IMPAIRED_vs_CN,56,85,87.5,83.0,-0.0014705882352941176,0.20930232558139536,0.5007352941176471,0.0,0.0014705882352941176
activity__event7__activity__raw__activity_score__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,87.28571428571429,84.0,0.06958698372966207,0.19287211740041965,0.534793491864831,0.0,0.06958698372966207
activity__event7__activity__raw__activity_score__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,64.71428571428571,84.0,-0.3503267973856209,-0.8307692307692311,0.6751633986928105,0.0,0.3503267973856209
activity__event7__activity__raw__activity_score__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,86.92857142857143,84.0,0.0021008403361344537,0.14788097385031568,0.5010504201680672,0.0,0.0021008403361344537
activity__event7__activity__raw__activity_score__p10,activity:level,MCI_vs_CN,47,85,79.2,76.8,0.06032540675844806,0.1266490765171507,0.530162703379224,0.0,0.06032540675844806
activity__event7__activity__raw__activity_score__p10,activity:level,DEM_vs_CN,9,85,59.4,76.8,-0.37254901960784315,-0.7073170731707318,0.6862745098039216,0.0,0.37254901960784315
activity__event7__activity__raw__activity_score__p10,activity:level,IMPAIRED_vs_CN,56,85,77.5,76.8,-0.009243697478991597,0.03083700440528647,0.5046218487394958,0.0,0.009243697478991597
activity__event7__activity__raw__activity_score__p90,activity:level,MCI_vs_CN,47,85,93.0,91.2,0.06958698372966207,0.10526315789473671,0.534793491864831,0.0,0.06958698372966207
activity__event7__activity__raw__activity_score__p90,activity:level,DEM_vs_CN,9,85,70.0,91.2,-0.3477124183006536,-0.9549549549549553,0.6738562091503268,0.0,0.3477124183006536
activity__event7__activity__raw__activity_score__p90,activity:level,IMPAIRED_vs_CN,56,85,92.7,91.2,0.0025210084033613447,0.07398273736128237,0.5012605042016807,0.0,0.0025210084033613447
activity__event7__activity__raw__activity_score__iqr,activity:variability,MCI_vs_CN,47,85,5.0,4.5,0.02553191489361702,0.1,0.5127659574468085,0.0,0.02553191489361702
activity__event7__activity__raw__activity_score__iqr,activity:variability,DEM_vs_CN,9,85,7.0,4.5,0.24052287581699347,0.5263157894736842,0.6202614379084967,0.0,0.24052287581699347
activity__event7__activity__raw__activity_score__iqr,activity:variability,IMPAIRED_vs_CN,56,85,5.25,4.5,0.06008403361344538,0.15384615384615385,0.5300420168067227,0.0,0.06008403361344538
activity__event7__activity__raw__activity_score__mad,activity:variability,MCI_vs_CN,47,85,3.0,2.0,0.059574468085106386,0.3333333333333333,0.5297872340425532,0.0,0.059574468085106386
activity__event7__activity__raw__activity_score__mad,activity:variability,DEM_vs_CN,9,85,3.0,2.0,0.2679738562091503,0.25,0.6339869281045751,0.0,0.2679738562091503
activity__event7__activity__raw__activity_score__mad,activity:variability,IMPAIRED_vs_CN,56,85,3.0,2.0,0.0930672268907563,0.3333333333333333,0.5465336134453781,0.0,0.0930672268907563
activity__event7__activity__raw__activity_score__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,0.0,0.0,0.002753441802252816,0.0,0.5013767209011264,0.0,0.002753441802252816
activity__event7__activity__raw__activity_score__theil_sen_rank_slope,activity:change,DEM_vs_CN,9,85,-9.6,0.0,-0.36993464052287583,-0.7741935483870968,0.6849673202614379,0.0,0.36993464052287583
activity__event7__activity__raw__activity_score__theil_sen_rank_slope,activity:change,IMPAIRED_vs_CN,56,85,-0.6,0.0,-0.05714285714285714,-0.05063291139240506,0.5285714285714286,0.0,0.05714285714285714
activity__event7__activity__raw__activity_score__late_half_minus_early_half,activity:change,MCI_vs_CN,47,85,0.0,0.0,-0.0017521902377972466,0.0,0.5008760951188986,0.0,0.0017521902377972466
activity__event7__activity__raw__activity_score__late_half_minus_early_half,activity:change,DEM_vs_CN,9,85,-6.0,0.0,-0.3150326797385621,-0.75,0.657516339869281,0.0,0.3150326797385621
activity__event7__activity__raw__activity_score__late_half_minus_early_half,activity:change,IMPAIRED_vs_CN,56,85,-0.25,0.0,-0.052100840336134456,-0.038461538461538464,0.5260504201680672,0.0,0.052100840336134456
activity__event7__activity__raw__activity_score_meet_daily_targets__median,activity:level,MCI_vs_CN,47,85,78.0,95.0,0.006758448060075094,-0.2982456140350877,0.5033792240300375,0.0,0.006758448060075094
activity__event7__activity__raw__activity_score_meet_daily_targets__median,activity:level,DEM_vs_CN,9,85,25.0,95.0,-0.38562091503267976,-0.9271523178807947,0.6928104575163399,0.0,0.38562091503267976
activity__event7__activity__raw__activity_score_meet_daily_targets__median,activity:level,IMPAIRED_vs_CN,56,85,78.0,95.0,-0.05630252100840336,-0.2982456140350877,0.5281512605042017,0.0,0.05630252100840336
activity__event7__activity__raw__activity_score_meet_daily_targets__trimmed_mean_10,activity:level,MCI_vs_CN,47,85,78.0,85.85714285714286,-0.05782227784730914,-0.1525658807212206,0.5289111389236545,0.0,0.05782227784730914
activity__event7__activity__raw__activity_score_meet_daily_targets__trimmed_mean_10,activity:level,DEM_vs_CN,9,85,28.285714285714285,85.85714285714286,-0.44836601307189544,-0.8896247240618104,0.7241830065359477,0.0,0.44836601307189544
activity__event7__activity__raw__activity_score_meet_daily_targets__trimmed_mean_10,activity:level,IMPAIRED_vs_CN,56,85,75.28571428571429,85.85714285714286,-0.12058823529411765,-0.18059792556436852,0.5602941176470588,0.0,0.12058823529411765
activity__event7__activity__raw__activity_score_meet_daily_targets__p10,activity:level,MCI_vs_CN,47,85,60.0,70.8,-0.0623279098873592,-0.16770186335403725,0.5311639549436795,0.0,0.0623279098873592
activity__event7__activity__raw__activity_score_meet_daily_targets__p10,activity:level,DEM_vs_CN,9,85,1.0,70.8,-0.46013071895424834,-0.9886685552407932,0.7300653594771243,0.0,0.46013071895424834
activity__event7__activity__raw__activity_score_meet_daily_targets__p10,activity:level,IMPAIRED_vs_CN,56,85,60.0,70.8,-0.12626050420168067,-0.16095380029806255,0.5631302521008403,0.0,0.12626050420168067
activity__event7__activity__raw__activity_score_meet_daily_targets__p90,activity:level,MCI_vs_CN,47,85,84.80000000000001,97.0,-0.05732165206508135,-0.31937172774869077,0.5286608260325407,0.0,0.05732165206508135
activity__event7__activity__raw__activity_score_meet_daily_targets__p90,activity:level,DEM_vs_CN,9,85,49.800000000000004,97.0,-0.39869281045751637,-0.8428571428571427,0.6993464052287581,0.0,0.39869281045751637
activity__event7__activity__raw__activity_score_meet_daily_targets__p90,activity:level,IMPAIRED_vs_CN,56,85,84.80000000000001,97.0,-0.11218487394957984,-0.2655059847660498,0.5560924369747899,0.0,0.11218487394957984
activity__event7__activity__raw__activity_score_meet_daily_targets__iqr,activity:variability,MCI_vs_CN,47,85,5.0,2.5,0.06357947434292865,0.14705882352941177,0.5317897371714644,0.0,0.06357947434292865
activity__event7__activity__raw__activity_score_meet_daily_targets__iqr,activity:variability,DEM_vs_CN,9,85,2.5,2.5,0.048366013071895426,0.0,0.5241830065359477,0.0,0.048366013071895426
activity__event7__activity__raw__activity_score_meet_daily_targets__iqr,activity:variability,IMPAIRED_vs_CN,56,85,3.75,2.5,0.0611344537815126,0.07352941176470588,0.5305672268907563,0.0,0.0611344537815126
activity__event7__activity__raw__activity_score_meet_daily_targets__mad,activity:variability,MCI_vs_CN,47,85,0.0,0.0,-0.08385481852315395,0.0,0.5419274092615769,0.0,0.08385481852315395
activity__event7__activity__raw__activity_score_meet_daily_targets__mad,activity:variability,DEM_vs_CN,9,85,0.0,0.0,0.00261437908496732,0.0,0.5013071895424837,0.0,0.00261437908496732
activity__event7__activity__raw__activity_score_meet_daily_targets__mad,activity:variability,IMPAIRED_vs_CN,56,85,0.0,0.0,-0.06995798319327731,0.0,0.5349789915966386,0.0,0.06995798319327731
activity__event7__activity__raw__activity_score_meet_daily_targets__theil_sen_rank_slope,activity:change,MCI_vs_CN,47,85,0.0,0.0,0.005256570713391739,0.0,0.5026282853566959,0.0,0.005256570713391739
